platform,has_profile_pic,bio_length,username_randomness,followers,following,follower_following_ratio,account_age_days,posts,posts_per_day,caption_similarity_score,content_similarity_score,follow_unfollow_rate,spam_comments_rate,generic_comment_rate,suspicious_links_in_bio,verified,is_fake,username,username_length,digits_count,digit_ratio,special_char_count,repeat_char_count
Instagram,,115,0,409,685,0.596209913,3000,198,0.065978007,0.393782522,0.355957163,,186,149,0,0,1,user_265185,11,6,0.545454545,1,0
Instagram,,174,,376,698,0.537911302,1206,222,0.183927092,0.101843715,0.150768974,147,62,72,0,0,0,saif_9691,9,4,0.444444444,1,0
,0,189,1,375,690,0.542691751,228,,0.794759825,0.325826242,0.340834627,192,79,127,0,0,0,hans,4,0,0,0,0
X,0,98,0,377,727,0.517857143,2614,179,0.068451243,0.415200215,0.029344141,258,42,98,,,0,jose,4,0,0,0,0
X,0,115,0,411,,,4710,183,0.038845256,0.27296387,0.502401914,135,74,75,0,0,0,suresh,6,0,0,0,0
X,1,13,0,375,693,0.540345821,2137,195,0.091206735,0.528972405,,38,56,148,,1,0,nikolai_3014,12,4,0.333333333,1,0
Instagram,1,190,1,389,,0.571218796,3732,217,0.05813019,0.304857875,0.795330796,319,148,85,1,0,0,kwame_6722,10,4,0.4,1,1
X,0,111,1,372,729,0.509589041,250,208,,0.103179585,0.028521197,286,181,,0,1,0,binta7069,9,4,0.444444444,0,0
Instagram,1,,1,416,670,0.619970194,,187,0.082233949,,0.881260326,366,180,140,,1,0,chris7559,9,4,0.444444444,0,1
X,0,158,1,413,719,0.573611111,,175,0.059281843,0.918156083,,455,172,44,1,1,0,ivan,4,0,0,0,0
,0,94,0,415,694,0.597122302,,189,0.062582781,0.629595629,,462,163,86,0,1,0,binta_3174,10,4,0.4,1,0
,,,,377,721,0.522160665,4769,181,0.037945493,0.314308713,0.752411955,378,62,118,0,,0,camila.6562,11,4,0.363636364,1,0
Instagram,1,123,1,,659,0.593939394,2216,200,0.090211998,0.366917913,0.32287355,149,125,16,1,1,0,yuki.6827,9,4,0.444444444,1,0
Instagram,0,23,1,,721,0.573407202,2158,203,0.094025012,0.493383171,,351,,,1,,0,carlos_143,10,3,0.3,1,0
Facebook,0,115,0,359,668,0.536621824,1797,186,,0.673130034,0.161318407,4,0,134,1,0,1,acc_pj7x9pdf,12,2,0.166666667,1,1
X,1,150,1,412,732,0.56207367,3245,181,,0.58217989,0.486621907,235,,131,0,,0,yusuf_9042,10,4,0.4,1,0
Facebook,0,81,,390,,0.561151079,297,209,0.701342282,0.932698125,0.093394,235,194,30,0,,0,ali,3,0,0,0,0
Facebook,1,49,0,370,657,,1928,192,0.099533437,0.625748827,0.785613129,313,118,93,1,1,0,max.5811,8,4,0.5,1,1
Instagram,0,245,0,390,685,0.56851312,2257,198,0.08768822,0.91079198,0.470674577,456,160,94,0,1,1,acc_nmk9vlu3,12,2,0.166666667,1,1
Instagram,0,205,0,422,678,0.621502209,1458,205,0.140507197,,0.446976417,104,31,131,1,0,0,tariq.4695,10,4,0.4,1,0
Facebook,,241,0,437,658,,3547,209,0.058906426,0.890559472,0.001853956,206,185,81,0,0,0,noah5360,8,4,0.5,0,0
X,1,78,1,435,701,0.61965812,3128,192,0.061361457,0.721458588,0.81786386,238,125,83,0,0,0,anna,4,0,0,0,1
Instagram,1,78,0,406,695,0.583333333,2309,214,0.092640693,0.172193454,0.492837059,,,39,0,1,0,yumi1074,8,4,0.5,0,0
X,1,,1,417,696,0.598278336,3665,189,0.051554828,,0.43989452,316,60,103,1,1,0,ananya758,9,3,0.333333333,0,0
X,1,26,,400,736,0.542740841,1590,201,0.126335638,0.542809999,0.761384885,51,111,,,0,0,jose.1828,9,4,0.444444444,1,0
Facebook,,14,1,393,652,0.601837672,96,210,2.164948454,,,107,144,46,0,1,1,user_583758,11,6,0.545454545,1,0
Facebook,1,49,1,406,,0.570224719,,196,0.049822064,0.785368269,0.366680456,356,68,49,0,1,0,rahul.710,9,3,0.333333333,1,0
Facebook,0,35,,396,725,,1360,,0.157237325,0.791173866,0.575733958,32,28,,0,0,1,user_416983,11,6,0.545454545,1,0
Facebook,0,246,0,371,712,0.520336606,1740,223,0.128087306,0.300948989,0.460577563,21,62,37,,,1,user_744916,11,6,0.545454545,1,1
,0,7,1,433,771,0.560880829,,208,0.054794521,0.069817005,,306,133,136,,1,0,chen.6745,9,4,0.444444444,1,0
Instagram,1,78,1,415,706,0.58698727,1353,203,0.149926145,0.988847459,0.299276508,10,104,,0,0,0,oliver,6,0,0,0,0
Facebook,1,130,1,388,720,0.53814147,4925,197,0.03999188,0.250728879,0.300200558,126,186,,0,,0,mia9494,7,4,0.571428571,0,0
Instagram,1,189,0,407,695,0.584770115,1543,,0.122409326,0.067558651,0.991970803,441,114,115,1,,0,satish8083,10,4,0.4,0,0
Facebook,0,46,1,421,,0.593794076,2668,189,,0.329964959,0.326197119,49,20,24,,0,0,mia.7111,8,4,0.5,1,1
X,1,204,1,424,675,0.627218935,831,181,0.217548077,0.969003262,0.205182063,197,172,112,0,0,1,bot_30gwp,9,2,0.222222222,1,0
,1,104,0,399,692,0.575757576,1606,217,0.135034225,0.792927613,0.822637153,16,172,35,0,1,1,iaj1c9oxkt,10,2,0.2,0,0
X,0,97,1,422,,0.600284495,4646,191,0.041101786,0.48033308,0.421171255,429,86,110,0,1,0,binta_6890,10,4,0.4,1,0
Facebook,1,215,1,384,675,0.568047337,,209,0.076027646,0.305330422,0.443863694,43,34,77,1,,0,yumi,4,0,0,0,0
X,0,231,,375,733,0.510899183,,207,0.054302204,0.423306099,,184,51,,0,0,1,bot_0z8zd,9,2,0.222222222,1,0
Instagram,0,95,1,390,677,0.575221239,4659,218,0.046781116,0.017365608,0.595689197,388,45,27,,0,1,bot_7s3x8,9,3,0.333333333,1,0
X,1,188,1,418,664,0.628571429,,197,0.883408072,0.718370481,0.5905556,38,193,44,0,1,1,hofpfmwfeo,10,0,0,0,0
X,1,159,1,423,676,0.624815362,3952,,0.054389072,,0.034499722,441,56,104,0,1,0,yusuf_9488,10,4,0.4,1,1
X,1,,1,406,,0.586705202,531,199,0.37406015,0.519037577,0.818842433,495,41,47,1,0,0,lucas.2299,10,4,0.4,1,2
,0,115,1,394,706,,4127,188,0.045542636,0.565845053,0.194852819,136,,135,,0,0,oliver.3805,11,4,0.363636364,1,0
Facebook,0,240,0,373,714,0.521678322,1382,182,0.131597975,0.001689774,0.292342128,476,97,141,,1,0,chen2581,8,4,0.5,0,0
Instagram,,12,0,397,700,0.566333809,4118,185,0.044913814,0.979878626,0.17342952,278,15,14,1,1,0,valentina9906,13,4,0.307692308,0,1
Facebook,1,0,0,382,710,0.537271449,754,210,0.278145695,0.302139038,0.767076658,430,132,127,0,1,0,ayanda,6,0,0,0,0
Facebook,1,33,1,411,,0.576437588,,156,0.0361865,0.077224251,0.583657993,163,0,62,1,0,1,bot_welx6,9,1,0.111111111,1,0
X,1,189,1,,669,0.565671642,4808,186,0.03867748,0.854388558,0.755296153,,149,58,0,1,0,sofia,5,0,0,0,0
Facebook,1,78,1,407,681,0.596774194,1189,189,0.158823529,0.151952604,0.653398405,339,47,2,1,1,0,satish_3532,11,4,0.363636364,1,0
Instagram,0,235,0,372,721,0.515235457,409,203,0.495121951,0.024955136,0.104158634,22,121,38,,0,0,max5066,7,4,0.571428571,0,1
Instagram,,77,,413,680,,2486,211,0.084841174,0.49469068,0.301499776,439,25,,1,,0,luna5463,8,4,0.5,0,0
Facebook,0,120,1,398,740,,797,225,0.281954887,0.129916986,0.50726516,198,33,100,1,0,0,omar,4,0,0,0,0
X,0,92,1,403,662,0.607843137,861,197,0.228538283,0.982423066,0.304945031,173,113,126,0,1,0,chris.179,9,3,0.333333333,1,0
,1,97,0,411,696,0.589670014,4172,215,0.051521687,0.010410987,0.207303904,57,57,19,0,0,1,94px1o58m1,10,6,0.6,0,0
Instagram,1,,,398,,0.552777778,366,193,0.525885559,0.051197344,0.869811969,419,134,146,1,0,0,olga_1086,9,4,0.444444444,1,0
X,1,,1,425,723,0.587016575,1515,184,0.121372032,0.833283966,0.747783675,195,24,140,1,0,0,jessica_6680,12,4,0.333333333,1,2
Facebook,0,198,1,385,,0.560407569,4937,,0.040097205,0.239751696,0.345220061,87,184,90,1,0,0,leo.9541,8,4,0.5,1,0
Facebook,0,220,1,,687,0.569767442,2935,,,0.911596753,0.765012363,443,139,,0,0,1,bot_lel2d,9,1,0.111111111,1,0
Instagram,1,246,0,390,683,0.570175439,1584,204,0.128706625,0.311137053,0.627538618,141,158,65,1,1,1,user_299047,11,6,0.545454545,1,1
,1,158,0,352,690,0.509406657,499,178,0.356,0.069782651,0.003785734,280,,130,0,0,1,acc_8ue8eeu8,12,3,0.25,1,2
Instagram,0,191,,391,,0.551480959,3242,220,0.067838421,0.010591799,0.380262026,,85,,0,1,0,sofia_1063,10,4,0.4,1,0
Facebook,1,152,,421,676,0.621861152,1370,222,,0.282567277,0.290487499,206,161,129,1,0,0,jose,4,0,0,0,0
Instagram,0,37,0,365,681,0.535190616,1252,191,0.152434158,,0.217908622,,117,36,1,1,0,sofia7234,9,4,0.444444444,0,0
X,0,13,1,402,660,0.60816944,699,219,0.312857143,0.001016111,0.251589394,301,80,131,0,1,0,michael6236,11,4,0.363636364,0,0
Facebook,0,135,,,664,0.578947368,2728,203,0.074386222,0.581107203,0.942364847,396,74,77,1,,1,acc_xpmex5kq,12,1,0.083333333,1,1
Facebook,1,90,0,436,711,0.612359551,2251,201,0.089253996,0.333661559,0.486317068,317,92,44,1,0,0,yumi1267,8,4,0.5,0,0
Instagram,1,53,1,338,,0.509036145,2494,213,0.085370741,0.390153529,0.847708718,274,33,80,0,1,1,x85147jeqb,10,5,0.5,0,0
Instagram,0,129,0,382,657,0.580547112,,223,1.676691729,0.261410948,0.214217152,395,114,83,1,1,1,4kjzku660b,10,4,0.4,0,1
Facebook,1,208,1,423,743,,91,,2.315217391,0.529045205,0.1744038,367,,,1,0,0,ivan4639,8,4,0.5,0,0
Instagram,0,100,1,407,718,0.566063978,3895,176,0.045174538,0.230122622,0.888789588,345,185,92,0,1,1,user_011466,11,6,0.545454545,1,2
Facebook,0,205,0,400,737,0.54200542,3198,205,0.064082526,0.134822086,0.495704686,47,112,105,1,1,0,nikolai_7401,12,4,0.333333333,1,0
X,0,88,1,397,669,0.592537313,472,193,0.408033827,0.890647082,0.895152125,160,111,101,,0,0,satish,6,0,0,0,0
Instagram,0,55,1,434,682,0.635431918,1266,,0.16890292,0.390554983,0.063028853,462,,91,0,0,0,jessica_5837,12,4,0.333333333,1,1
Facebook,,93,1,400,665,0.600600601,4598,206,,0.07693035,0.916435522,164,25,136,1,0,0,saif_2042,9,4,0.444444444,1,0
X,0,92,1,,708,0.533145275,2809,200,0.071174377,0.230322755,0.415445316,389,125,95,0,0,0,amina.917,9,3,0.333333333,1,0
X,0,83,1,355,718,0.493741307,4483,184,0.04103479,0.309942948,0.155370487,378,,79,1,1,0,noah,4,0,0,0,0
,1,,1,388,746,0.519410977,,209,0.187780773,0.769646309,0.683382689,216,,47,0,1,0,chris8494,9,4,0.444444444,0,0
Instagram,0,188,1,,723,0.575966851,598,189,0.315525876,0.022255495,,116,31,30,0,0,0,yuki_310,8,3,0.375,1,0
Facebook,0,,1,383,680,0.562408223,908,202,0.222222222,0.478249488,0.047374728,,196,0,1,1,0,nikolai.8950,12,4,0.333333333,1,0
X,1,21,0,405,698,0.579399142,2915,207,,0.407692485,0.987195974,426,70,125,0,1,0,kwame_5093,10,4,0.4,1,0
Facebook,,34,0,396,684,0.57810219,3217,181,0.056246116,0.968400402,0.697026887,250,22,138,1,,0,hans,4,0,0,0,0
Instagram,,228,1,428,,0.645550528,1355,193,0.142330383,0.180075012,,355,192,129,0,1,0,saif454,7,3,0.428571429,0,0
X,,15,1,,,0.583094556,3947,208,0.052684904,0.627870746,0.151293796,433,166,,1,,1,ex4ndthgqp,10,1,0.1,0,0
Facebook,,,0,412,,0.564383562,3236,208,0.064257028,,0.392531415,243,194,0,0,0,1,acc_17qie8s7,12,4,0.333333333,1,1
Instagram,1,121,,,698,0.579399142,,208,0.076866223,0.548422054,0.220565661,429,,69,0,1,1,acc_v14ve5sg,12,3,0.25,1,1
,0,127,0,,674,0.614814815,2390,212,0.08866583,0.555063233,0.494153224,246,194,65,1,0,1,user_848699,11,6,0.545454545,1,1
Instagram,,112,0,,,0.536551724,4076,,0.048319843,0.07534673,0.781892708,72,62,1,1,,0,anastasia_9352,14,4,0.285714286,1,0
X,0,170,0,381,724,0.525517241,,225,0.061610077,,,283,69,68,0,1,1,taimq0vast,10,1,0.1,0,0
,0,16,1,419,674,0.620740741,,187,0.402150538,0.461156108,0.435934905,482,53,12,0,0,0,kwame_4916,10,4,0.4,1,0
Instagram,0,79,1,398,696,0.571018651,3939,,0.056598985,0.319136674,0.118943925,194,26,146,,1,0,alex,4,0,0,0,0
X,1,185,1,370,,0.525568182,,,0.175977654,0.277158554,0.957156922,266,92,82,0,,1,genit4749,9,4,0.444444444,0,0
,1,246,0,428,616,0.693679092,474,215,0.452631579,0.224297974,0.270370525,,78,46,0,0,0,valentina1759,13,4,0.307692308,0,0
Instagram,1,129,,376,656,0.572298326,4984,191,,0.005941072,0.277834546,86,35,128,0,0,1,user_337959,11,6,0.545454545,1,1
Facebook,0,131,0,405,696,0.581061693,939,199,0.211702128,0.001816284,0.645502222,245,132,,0,1,1,bot_9ykw4,9,2,0.222222222,1,0
Instagram,,84,1,372,700,0.530670471,1311,208,,0.589787211,0.770509622,,194,112,0,1,1,bot_jcy5n,9,1,0.111111111,1,0
X,0,166,0,411,754,0.544370861,2341,175,0.074722459,0.291463911,0.984152765,356,178,31,1,0,1,9k3ho15mxs,10,4,0.4,0,0
X,1,,0,,732,0.547066849,3521,195,,0.167888656,0.969164261,35,31,95,1,0,0,binta_5101,10,4,0.4,1,0
X,1,93,1,396,696,0.568149211,4057,213,0.052488911,0.684735206,0.913760524,235,148,10,1,0,0,ashley_1924,11,4,0.363636364,1,0
X,0,133,0,385,658,0.584218513,1087,178,0.163602941,0.528904569,0.435313567,,16,147,1,1,0,marco,5,0,0,0,0
Facebook,1,80,0,358,713,0.50140056,4664,,0.037942122,0.914958277,0.16666966,459,153,7,0,0,0,maria,5,0,0,0,0
Instagram,0,230,1,407,658,0.617602428,,189,0.053525913,0.831016937,0.584471203,99,21,,0,,0,ashley,6,0,0,0,0
Facebook,1,216,1,385,686,0.560407569,,225,0.045262523,0.726729191,0.017256506,226,40,5,1,0,1,ngvtx4993,9,4,0.444444444,0,1
Instagram,,,0,400,727,0.549450549,260,193,0.739463602,0.126581957,0.196248839,118,58,1,0,1,1,acc_13rxa903,12,5,0.416666667,1,1
Instagram,1,68,1,385,672,0.572065379,1657,202,0.121833534,0.666088739,0.002529397,353,74,72,0,1,0,hans_8100,9,4,0.444444444,1,1
Instagram,0,147,0,383,697,0.548710602,2956,200,,0.693926443,,195,121,2,,1,0,satish,6,0,0,0,0
Facebook,1,,1,447,703,0.634943182,4280,,0.044849334,0.76333259,0.474757123,,9,65,,1,0,carlos.7868,11,4,0.363636364,1,0
Instagram,,15,0,397,715,,3120,202,0.064722845,0.263132724,,,86,25,1,,0,ali.4084,8,4,0.5,1,0
Facebook,0,50,,,724,0.565517241,592,219,0.3693086,0.640297504,0.369296565,313,4,93,0,1,1,acc_23swqyik,12,2,0.166666667,1,1
X,1,104,0,412,678,0.606774669,1433,189,0.131799163,0.618278458,0.830952864,27,54,101,0,0,0,ananya4904,10,4,0.4,0,0
X,0,,1,427,696,,,178,0.071514665,0.38531005,0.674996305,,25,135,1,0,0,sofia4385,9,4,0.444444444,0,0
Instagram,0,231,1,429,670,0.639344262,,,0.847826087,0.66350698,0.936431763,321,3,74,,0,0,sofia,5,0,0,0,0
Facebook,0,200,1,386,687,0.561046512,2780,184,0.066163251,0.086695561,0.445341091,426,106,88,1,,0,daniel.7895,11,4,0.363636364,1,0
X,0,196,1,402,712,0.563814867,1369,198,0.144525547,0.643505021,0.272229675,4,26,115,,1,0,sarah_1729,10,4,0.4,1,0
Facebook,0,169,1,348,641,0.542056075,1625,199,0.122386224,0.606015584,0.122684538,475,125,29,0,1,0,jessica9442,11,4,0.363636364,0,2
Facebook,1,,1,444,732,0.605729877,3980,182,0.045717156,0.210624407,0.672027396,140,185,,1,0,0,alex.56,7,2,0.285714286,1,0
Instagram,0,65,1,428,682,0.626647145,740,201,0.271255061,,0.841741088,227,2,132,0,1,0,riya,4,0,0,0,0
X,0,8,0,409,715,0.57122905,3175,,0.061397985,0.874414,,8,49,19,1,0,0,riya.1601,9,4,0.444444444,1,0
Instagram,0,106,0,417,708,0.588152327,2648,190,0.071725179,0.210483947,0.878752745,358,124,51,0,0,1,bot_gms0q,9,1,0.111111111,1,0
Instagram,0,99,1,472,718,0.656467316,2071,178,0.085907336,0.075961084,0.526276202,477,25,20,,0,0,saif_929,8,3,0.375,1,0
X,1,85,1,,725,0.516528926,,236,,0.603575464,0.144080632,56,145,130,1,1,0,liwei1073,9,4,0.444444444,0,0
X,,63,0,393,,0.567099567,4994,254,0.050850851,0.479917527,0.642863325,282,,40,0,,0,carlos3241,10,4,0.4,0,0
Facebook,1,213,0,389,709,0.547887324,2035,219,0.107563851,0.427594229,0.520052742,444,116,123,1,0,1,bot_0in5u,9,2,0.222222222,1,0
X,0,21,1,386,694,,4381,228,0.052031036,0.76100833,,460,44,107,1,1,0,yumi,4,0,0,0,0
Facebook,,161,0,359,688,0.521044993,1186,206,0.173546757,0.96966264,0.399243205,489,140,51,1,0,1,acc_qo36pi2b,12,3,0.25,1,1
Facebook,0,182,,415,670,0.618479881,590,189,0.319796954,0.477663719,0.784787993,358,5,1,0,,0,layla1036,9,4,0.444444444,0,0
Facebook,0,156,1,384,690,0.555716353,4218,201,0.047641621,0.006155079,0.555423753,177,162,,1,0,0,suresh,6,0,0,0,0
,1,165,1,368,675,0.544378698,,197,,0.596267135,0.282041126,475,52,40,0,1,0,noah6341,8,4,0.5,0,0
Instagram,,109,1,412,685,0.60058309,3421,198,0.0578609,0.653965872,0.928641763,81,195,,,1,0,rahul.4094,10,4,0.4,1,0
Facebook,1,96,0,428,,0.667706708,2559,236,,0.828018306,0.237779038,417,169,6,0,,1,user_653701,11,6,0.545454545,1,0
Instagram,0,,1,388,705,0.549575071,2,220,73.33333333,0.199406981,0.252736007,84,3,,1,1,0,mina,4,0,0,0,0
Instagram,1,70,1,407,682,0.595900439,892,187,0.209406495,0.524327634,0.354639346,64,59,8,1,0,0,sarah_6027,10,4,0.4,1,0
X,0,192,0,,665,0.633633634,4895,,0.035539216,,0.894537861,428,172,,0,1,0,yumi_1911,9,4,0.444444444,1,1
Instagram,0,,1,391,700,0.557774608,4725,185,0.039145154,0.664440461,0.507625395,342,71,,0,1,0,layla,5,0,0,0,0
Instagram,1,,,441,687,0.640988372,4557,,0.043001316,0.063943064,0.682179059,289,74,127,0,0,0,michael,7,0,0,0,0
X,0,,0,388,680,0.569750367,3000,197,0.065644785,,0.976264173,355,65,18,1,0,0,sarah,5,0,0,0,0
Facebook,0,215,,400,712,0.561009818,3554,211,0.059353024,0.511157404,0.783296297,,21,131,0,1,1,uccpo5591,9,4,0.444444444,0,2
Instagram,0,131,0,388,709,0.546478873,3658,198,0.054113146,0.877045445,0.172600119,135,,12,,0,0,max.6708,8,4,0.5,1,0
X,0,3,0,408,664,0.613533835,972,200,0.205549846,0.340237132,0.788353929,249,50,10,0,0,0,max2435,7,4,0.571428571,0,0
Instagram,0,124,0,372,654,0.567938931,4150,211,0.050831125,0.653522215,0.748337149,497,,1,0,1,1,ixfly3498,9,4,0.444444444,0,0
Instagram,0,81,,392,708,0.552891396,3743,219,0.05849359,0.956725149,0.232616994,93,163,139,1,1,0,alex.1916,9,4,0.444444444,1,0
Facebook,1,26,1,,659,0.659090909,4205,188,0.04469805,0.943379191,0.325349831,47,92,125,0,0,1,bot_rqx6j,9,1,0.111111111,1,0
Instagram,1,170,1,421,739,0.568918919,280,202,0.71886121,0.944102755,0.71012824,419,,55,0,0,0,saif1822,8,4,0.5,0,1
X,1,,0,401,752,0.532536521,1699,205,0.120588235,0.042946841,0.238393094,99,,87,1,1,1,mrjhi7322,9,4,0.444444444,0,1
Instagram,,31,,398,724,0.548965517,2888,216,0.074766355,0.403016001,0.208186869,337,43,51,1,,0,marco_3667,10,4,0.4,1,1
Facebook,1,160,0,411,737,0.556910569,,210,0.072765073,0.060781257,0.703472772,193,106,,1,,1,acc_q0oj9uwb,12,2,0.166666667,1,1
Facebook,0,27,1,391,690,0.565846599,3286,196,0.059628841,0.309477013,0.880595493,116,149,131,0,0,1,bot_ddqys,9,0,0,1,1
X,0,,0,397,727,0.54532967,,214,0.059759844,0.174578095,0.075016683,266,93,104,0,0,0,john,4,0,0,0,0
Facebook,0,104,1,411,689,0.595652174,2252,190,0.084332002,0.620137424,0.445907735,307,7,,0,0,1,acc_zt2auwp2,12,2,0.166666667,1,1
Instagram,0,182,,385,728,0.528120713,4641,206,0.044377424,0.780746151,,163,109,51,0,1,0,rahul,5,0,0,0,0
Facebook,1,227,1,415,657,0.630699088,2357,211,0.089482612,0.513346965,,478,17,33,0,1,0,oliver8194,10,4,0.4,0,0
X,0,187,0,395,691,0.570809249,4624,214,0.04627027,0.795473073,0.996195912,,,21,1,1,0,ananya_5695,11,4,0.363636364,1,0
Facebook,1,69,1,,675,0.591715976,1932,181,0.093636834,0.012813297,0.68269196,23,117,140,0,1,0,haruto_6594,11,4,0.363636364,1,0
Facebook,0,,0,382,677,,,203,,0.820476365,0.620154113,493,71,62,0,1,0,noah.4056,9,4,0.444444444,1,0
,1,207,1,413,,0.560379919,1009,226,0.223762376,0.178360225,0.989734152,404,93,14,0,0,0,ahmed4137,9,4,0.444444444,0,0
X,1,33,1,411,728,0.563786008,4713,218,0.046245227,0.460935901,0.06066814,95,37,37,0,0,0,olga.5684,9,4,0.444444444,1,0
Facebook,1,86,1,,712,0.553997195,2079,198,0.095192308,0.442585616,0.074436896,496,156,104,0,0,1,acc_dhf5amrr,12,1,0.083333333,1,2
Facebook,1,113,,396,715,0.553072626,4196,196,0.046700024,0.873155529,0.560682526,253,80,54,0,0,1,9nnhdrc426,10,4,0.4,0,1
Instagram,1,105,0,358,671,,2715,186,,0.965979147,0.358664614,413,106,116,1,0,0,arjun5708,9,4,0.444444444,0,0
X,,215,0,405,728,0.555555556,,203,,0.255120967,0.096697514,120,129,119,1,0,0,carlos.6221,11,4,0.363636364,1,1
Facebook,,55,0,,734,0.631292517,4591,169,0.036803136,0.067413173,0.306448896,71,,65,,1,0,mina.5877,9,4,0.444444444,1,1
X,1,112,0,430,690,0.622286541,3690,175,0.047412625,0.650521782,0.674354487,352,41,65,1,1,0,michael8981,11,4,0.363636364,0,0
Facebook,0,12,1,385,688,0.558780842,,205,0.275908479,0.502840587,0.880614964,,117,71,1,1,0,dmitri_1536,11,4,0.363636364,1,0
Facebook,1,,,396,719,0.55,734,205,0.278911565,0.565705142,0.094324477,63,20,74,1,,0,anna.8358,9,4,0.444444444,1,1
Facebook,0,17,1,394,,,1807,190,0.105088496,0.046270213,0.540145062,242,129,,,0,0,maria.7187,10,4,0.4,1,0
,1,181,1,408,726,0.561210454,2379,,0.076470588,,0.296115565,126,4,8,0,0,1,bot_n8a7x,9,2,0.222222222,1,0
Instagram,1,204,0,409,702,0.581792319,3266,205,0.062748699,,0.667326163,372,,149,1,0,0,valentina_3900,14,4,0.285714286,1,1
Instagram,0,112,1,395,701,,1754,185,0.105413105,0.334936781,0.549451494,38,23,88,,1,0,kojo.5468,9,4,0.444444444,1,0
X,1,228,0,402,707,0.56779661,1025,210,0.204678363,0.228353713,0.926711006,384,135,30,0,,0,sofia_7756,10,4,0.4,1,1
X,1,170,0,,715,0.558659218,1483,196,0.132075472,0.945944561,0.037683887,352,157,20,0,1,0,jose,4,0,0,0,0
Instagram,1,38,0,411,,0.597383721,2566,192,0.074795481,0.168721817,0.470037275,425,177,37,1,0,0,rahul_5785,10,4,0.4,1,0
,0,188,1,392,731,,3555,211,0.059336333,0.732319004,0.192759555,76,149,51,1,0,0,maria5359,9,4,0.444444444,0,0
Facebook,,,0,408,717,,1780,197,0.110612016,0.245747294,0.536781709,469,58,146,1,1,0,binta.3410,10,4,0.4,1,0
,0,208,0,386,721,0.534626039,3717,180,0.048413125,0.424919619,0.853579344,4,151,137,0,1,0,zuri,4,0,0,0,0
Facebook,1,78,0,425,681,0.623167155,4819,190,0.039419087,0.996061877,0.911316528,139,25,75,1,1,1,kythi7288,9,4,0.444444444,0,1
Instagram,1,145,1,373,715,0.520949721,,199,0.093956563,,0.398231663,,60,82,1,1,1,xymut1303,9,4,0.444444444,0,0
X,0,150,0,,710,0.575246132,,213,,0.881359231,0.811780523,,135,78,1,1,0,omar4142,8,4,0.5,0,0
Instagram,1,181,1,425,,0.626843658,2540,194,0.076347895,0.946049896,0.280508075,258,11,37,,,0,max6880,7,4,0.571428571,0,1
X,1,242,1,,684,0.57810219,2966,193,0.065048871,0.698227295,0.006304946,,13,61,,,0,liwei,5,0,0,0,0
Facebook,0,29,0,394,698,0.563662375,,207,0.074945692,0.00996219,0.855239058,434,,71,1,1,0,giulia_7529,11,4,0.363636364,1,0
Instagram,,249,1,430,749,0.573333333,2455,205,0.083469055,0.820798584,0.119412242,419,182,,0,0,0,yumi,4,0,0,0,0
X,0,,,,,0.611832612,3755,190,0.050585729,,0.017611123,366,98,127,0,0,0,jessica_3409,12,4,0.333333333,1,1
X,0,57,0,383,,0.530470914,1946,180,0.092449923,0.980934157,0.353797663,236,188,,1,1,0,sofia664,8,3,0.375,0,1
Facebook,0,,0,393,716,0.548117155,3369,211,0.062611276,0.839315748,0.37937999,74,61,62,1,0,0,anastasia8341,13,4,0.307692308,0,0
Instagram,1,66,0,393,730,0.537619699,2630,179,0.068034968,0.445586967,,473,30,112,0,1,0,rahul.3297,10,4,0.4,1,0
Instagram,0,70,1,361,756,0.476882431,529,204,0.38490566,0.688649677,0.814182646,385,26,,,1,1,2fwfss6z6c,10,3,0.3,0,1
Instagram,0,,0,,701,0.592592593,4233,207,0.048889939,,0.40559273,,0,21,0,1,1,acc_stq9q04q,12,3,0.25,1,1
Facebook,1,145,1,414,,0.583921016,1472,199,0.135098439,0.35301835,0.489923614,40,,,0,1,1,muawd9843,9,4,0.444444444,0,0
Instagram,0,105,1,375,680,0.550660793,2036,154,0.075601375,0.626426493,,,141,86,0,0,0,oliver_2964,11,4,0.363636364,1,0
Facebook,1,6,1,416,703,0.590909091,4035,181,0.044846383,0.76983244,0.511506752,491,73,129,1,0,1,user_098349,11,6,0.545454545,1,0
Facebook,1,,1,393,692,0.567099567,1368,197,,0.635900787,0.766731391,99,177,96,1,1,0,anastasia.4347,14,4,0.285714286,1,0
Facebook,1,,1,395,703,0.561079545,1720,182,0.105752469,0.826578368,0.906182716,319,41,139,,0,1,user_303992,11,6,0.545454545,1,1
,1,213,0,,,0.496644295,1042,204,0.195589645,0.176374975,0.970529601,57,198,72,0,1,0,marco,5,0,0,0,0
Instagram,0,249,,405,697,0.580229226,3488,195,0.05588994,,0.426723925,,39,42,0,1,1,acc_kkpg7jqn,12,1,0.083333333,1,2
Instagram,0,192,1,391,740,0.527665317,560,195,,0.312585813,0.990033859,137,13,87,0,1,0,john,4,0,0,0,0
Facebook,0,67,1,381,679,0.560294118,1565,202,0.12899106,0.19412714,0.294955712,10,99,96,0,1,1,bot_3ujd4,9,2,0.222222222,1,0
Facebook,0,237,0,374,672,0.555720654,3225,193,,0.443174327,0.006975935,390,90,39,1,1,1,user_067554,11,6,0.545454545,1,1
